FY_CODE,WPI_ORG_NAME,ORG_CODE,ORG_TYP_CODE,WPI_SPOP_FLNE_CNT,WPI_SPOP_FLNE_PCT,WPI_SPOP_LEP_CNT,WPI_SPOP_LEP_PCT,WPI_SPOP_SPED_CNT,WPI_SPOP_SPED_PCT,WPI_SPOP_FLUNCH_CNT,WPI_SPOP_FLUNCH_PCT,WPI_SPOP_FLUNCH_FR_CNT,WPI_SPOP_FLUNCH_FR_PCT,WPI_SPOP_FLUNCH_RP_CNT,WPI_SPOP_FLUNCH_RP_PCT,WPI_SPOP_HN_CNT,WPI_SPOP_HN_PCT
2012,Ralph B O'Maley Middle,1070305,6,41,6.40%,22,3.40%,130,20.20%,273,42.40%,219,34%,54,8.40%,,
2013,Ralph B O'Maley Middle,1070305,6,42,6.40%,18,2.70%,137,20.80%,290,44%,230,34.90%,60,9.10%,344,52.20%
2014,Ralph B O'Maley Middle,1070305,6,41,6.10%,23,3.40%,156,23.10%,327,48.40%,268,39.70%,59,8.70%,382,56.60%
1995,GLOUCESTER HIGH,1070505,6,18,1.90%,3,0.30%,0,0%,95,9.80%,,,,,,
1996,GLOUCESTER HIGH,1070505,6,63,6.50%,0,0%,0,0%,98,10.10%,,,,,,
1997,GLOUCESTER HIGH,1070505,6,26,2.70%,7,0.70%,0,0%,96,9.90%,,,,,,
1998,GLOUCESTER HIGH,1070505,6,39,3.90%,10,1%,0,0%,70,6.90%,,,,,,
1999,Gloucester High,1070505,6,15,1.30%,6,0.50%,,,108,9.70%,,,,,,
2000,GLOUCESTER HIGH,1070505,6,32,2.60%,3,0.20%,0,0%,90,7.20%,,,,,,
2001,Gloucester High                     ,1070505,6,34,2.50%,9,0.70%,0,0%,132,9.80%,,,,,,
2002,Gloucester High,1070505,6,37,2.80%,13,1%,0,0%,133,9.90%,,,,,,
2003,Gloucester High,1070505,6,50,3.80%,14,1.10%,0,0%,123,9.40%,,,,,,
2004,Gloucester High,1070505,6,41,3.10%,10,0.80%,237,18.10%,213,16.30%,,,,,,
2005,Gloucester High,1070505,6,36,2.80%,13,1%,244,19.30%,194,15.30%,,,,,,
2006,Gloucester High,1070505,6,34,2.80%,15,1.20%,234,19.10%,242,19.80%,,,,,,
2007,Gloucester High,1070505,6,25,2%,13,1%,241,19.40%,235,18.90%,177,14.20%,58,4.70%,,
2008,Gloucester High,1070505,6,25,2.20%,12,1%,228,19.60%,216,18.60%,166,14.30%,50,4.30%,,
2009,Gloucester High,1070505,6,21,1.90%,8,0.70%,211,19.10%,243,22%,194,17.50%,49,4.40%,,
2010,Gloucester High,1070505,6,24,2.20%,10,0.90%,233,21.20%,293,26.70%,219,20%,74,6.70%,,
2011,Gloucester High,1070505,6,29,2.80%,13,1.20%,222,21.10%,303,28.80%,232,22.10%,71,6.70%,,
2012,Gloucester High,1070505,6,32,3.20%,12,1.20%,218,21.90%,357,35.90%,275,27.70%,82,8.20%,,
2013,Gloucester High,1070505,6,38,3.90%,10,1%,222,22.70%,393,40.30%,288,29.50%,105,10.80%,498,51%
2014,Gloucester High,1070505,6,50,5.30%,16,1.70%,208,22.20%,349,37.30%,292,31.20%,57,6.10%,449,48%
1995,GLOUCESTER ALT HIGH,1070510,6,0,0%,0,0%,0,0%,12,50%,,,,,,
1996,GLOUCESTER ALT HIGH,1070510,6,0,0%,0,0%,0,0%,6,17.60%,,,,,,
1997,GLOUCESTER ALT HIGH,1070510,6,0,0%,0,0%,0,0%,14,51.90%,,,,,,
1998,GLOUCESTER ALT HIGH,1070510,6,1,3.40%,0,0%,0,0%,13,44.80%,,,,,,
1999,Gloucester Alt High,1070510,6,,,,,,,,,,,,,,
2000,GLOUCESTER ALT HIGH,1070510,6,0,0%,0,0%,0,0%,19,70.40%,,,,,,
1995,GOSNOLD,1090000,5,0,0%,0,0%,0,0%,0,0%,,,,,,
1996,GOSNOLD,1090000,5,0,0%,0,0%,0,0%,0,0%,,,,,,
2000,GOSNOLD,1090000,5,0,0%,0,0%,0,0%,0,0%,,,,,,
2001,GOSNOLD                       ,1090000,5,0,0%,0,0%,3,100%,0,0%,,,,,,
2002,Gosnold,1090000,5,0,0%,0,0%,0,0%,0,0%,,,,,,
2003,Gosnold,1090000,5,0,0%,0,0%,0,0%,0,0%,,,,,,
2004,Gosnold,1090000,5,0,0%,0,0%,0,0%,0,0%,,,,,,
2005,Gosnold,1090000,5,0,0%,0,0%,1,33.30%,0,0%,,,,,,
2006,Gosnold,1090000,5,0,0%,0,0%,1,33.30%,0,0%,,,,,,
2007,Gosnold,1090000,5,0,0%,0,0%,1,33.30%,,,,,,,,
2008,Gosnold,1090000,5,0,0%,0,0%,1,20%,0,0%,,,,,,
2011,Gosnold,1090000,5,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,
2012,Gosnold,1090000,5,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,
2013,Gosnold,1090000,5,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
2014,Gosnold,1090000,5,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
1995,CUTTYHUNK ELEM,1090005,6,0,0%,0,0%,0,0%,0,0%,,,,,,
1996,CUTTYHUNK ELEM,1090005,6,0,0%,0,0%,0,0%,0,0%,,,,,,
2000,CUTTYHUNK ELEM,1090005,6,0,0%,0,0%,0,0%,0,0%,,,,,,
2001,Cuttyhunk Elem                      ,1090005,6,0,0%,0,0%,0,0%,0,0%,,,,,,
2002,Cuttyhunk Elem,1090005,6,0,0%,0,0%,0,0%,0,0%,,,,,,
2003,Cuttyhunk Elem,1090005,6,0,0%,0,0%,0,0%,0,0%,,,,,,
2004,Cuttyhunk Elem,1090005,6,0,0%,0,0%,0,0%,0,0%,,,,,,
2005,Cuttyhunk Elem,1090005,6,0,0%,0,0%,0,0%,0,0%,,,,,,
2006,Cuttyhunk Elem,1090005,6,0,0%,0,0%,0,0%,0,0%,,,,,,
2007,Cuttyhunk Elem,1090005,6,0,0%,0,0%,0,0%,,,,,,,,
2008,Cuttyhunk Elem,1090005,6,0,0%,0,0%,0,0%,0,0%,,,,,,
2009,Cuttyhunk Elem,1090005,6,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,
2010,Cuttyhunk Elem,1090005,6,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,
2011,Cuttyhunk Elem,1090005,6,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,
2012,Cuttyhunk Elementary,1090005,6,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,
2013,Cuttyhunk Elementary,1090005,6,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
2014,Cuttyhunk Elementary,1090005,6,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
1995,GRAFTON,1100000,5,11,0.60%,0,0%,258,13.30%,133,6.80%,,,,,,
1996,GRAFTON,1100000,5,21,1.10%,3,0.20%,237,12%,140,7.10%,,,,,,
1997,GRAFTON,1100000,5,20,1%,3,0.10%,283,13.80%,150,7.30%,,,,,,
1998,GRAFTON,1100000,5,13,0.60%,1,0%,292,14.20%,125,6.10%,,,,,,
1999,Grafton,1100000,5,10,0.50%,1,0%,285,13.30%,160,7.50%,,,,,,
2000,GRAFTON,1100000,5,27,1.20%,1,0%,293,13.20%,178,8%,,,,,,
2001,GRAFTON                       ,1100000,5,33,1.50%,0,0%,314,14.10%,179,8%,,,,,,
2002,Grafton,1100000,5,25,1.10%,0,0%,299,13.20%,176,7.80%,,,,,,
2003,Grafton,1100000,5,29,1.30%,1,0%,379,16.50%,209,9.10%,,,,,,
2004,Grafton,1100000,5,26,1.10%,1,0%,348,14.20%,186,7.60%,,,,,,
2005,Grafton,1100000,5,67,2.70%,12,0.50%,378,14.90%,226,9%,,,,,,
2006,Grafton,1100000,5,81,3%,17,0.60%,423,15.70%,215,8%,,,,,,
2007,Grafton,1100000,5,96,3.40%,9,0.30%,453,16.10%,265,9.50%,185,6.60%,80,2.90%,,
2008,Grafton,1100000,5,96,3.40%,6,0.20%,474,16.60%,285,10%,222,7.80%,63,2.20%,,
2009,Grafton,1100000,5,82,2.80%,10,0.30%,500,17.30%,295,10.20%,220,7.60%,75,2.60%,,
2010,Grafton,1100000,5,96,3.30%,14,0.50%,499,17.10%,306,10.50%,234,8.10%,72,2.50%,,
2011,Grafton,1100000,5,97,3.40%,11,0.40%,472,16.40%,299,10.40%,233,8.10%,66,2.30%,,
2012,Grafton,1100000,5,83,2.90%,13,0.40%,453,15.50%,310,10.70%,230,7.90%,80,2.80%,,
2013,Grafton,1100000,5,86,2.90%,21,0.70%,444,14.70%,364,12.20%,293,9.80%,71,2.40%,728,24.20%
2014,Grafton,1100000,5,80,2.60%,18,0.60%,452,14.60%,368,12%,283,9.20%,85,2.80%,738,23.90%
1995,SOUTH GRAFTON ELEMENTARY,1100005,6,4,1.10%,0,0%,0,0%,45,12.10%,,,,,,
1996,SOUTH GRAFTON ELEMENTARY,1100005,6,6,1.60%,0,0%,0,0%,41,10.70%,,,,,,
1997,SOUTH GRAFTON ELEMENTARY,1100005,6,2,0.50%,0,0%,0,0%,45,11.20%,,,,,,
1998,SOUTH GRAFTON ELEMENTARY,1100005,6,2,0.50%,0,0%,0,0%,43,10.70%,,,,,,
1999,South Grafton Elementary,1100005,6,2,0.50%,,,,,42,10%,,,,,,
2000,SOUTH GRAFTON ELEMENTARY,1100005,6,1,0.20%,1,0.20%,0,0%,39,9.50%,,,,,,
2001,South Grafton Elementary            ,1100005,6,7,1.80%,0,0%,0,0%,36,9.30%,,,,,,
2002,South Grafton Elementary,1100005,6,1,0.30%,0,0%,0,0%,32,8.40%,,,,,,
2003,South Grafton Elementary,1100005,6,0,0%,0,0%,0,0%,24,7.70%,,,,,,
2004,South Grafton Elementary,1100005,6,0,0%,0,0%,50,14.30%,29,8.30%,,,,,,
2005,South Grafton Elementary,1100005,6,2,0.60%,0,0%,52,14.50%,25,7%,,,,,,
2006,South Grafton Elementary,1100005,6,15,3.80%,1,0.30%,54,13.80%,22,5.60%,,,,,,
2007,South Grafton Elementary,1100005,6,27,7.20%,0,0%,58,15.40%,24,6.40%,19,5.10%,5,1.30%,,
2008,South Grafton Elementary,1100005,6,26,6.60%,2,0.50%,56,14.20%,18,4.60%,14,3.60%,4,1%,,
2009,South Grafton Elementary,1100005,6,2,0.50%,1,0.30%,61,16.20%,23,6.10%,20,5.30%,3,0.80%,,
2010,South Grafton Elementary,1100005,6,18,4.40%,4,1%,60,14.70%,32,7.80%,28,6.90%,4,1%,,
2011,South Grafton Elementary,1100005,6,19,4.50%,5,1.20%,69,16.40%,33,7.90%,26,6.20%,7,1.70%,,
2012,South Grafton Elementary,1100005,6,8,1.90%,6,1.40%,70,16.30%,32,7.50%,25,5.80%,7,1.60%,,
2013,South Grafton Elementary,1100005,6,8,2.40%,8,2.40%,65,19.50%,30,9%,28,8.40%,2,0.60%,94,28.20%
2014,South Grafton Elementary,1100005,6,7,2.10%,6,1.80%,61,18.40%,40,12.10%,29,8.80%,11,3.30%,91,27.50%
1995,NORTH GRAFTON ELEMENTARY,1100025,6,5,1.60%,0,0%,0,0%,14,4.60%,,,,,,
1996,NORTH GRAFTON ELEMENTARY,1100025,6,4,1.20%,0,0%,0,0%,14,4.30%,,,,,,
1997,NORTH GRAFTON ELEMENTARY,1100025,6,7,1.90%,0,0%,0,0%,20,5.30%,,,,,,
1998,NORTH GRAFTON ELEMENTARY,1100025,6,7,1.70%,0,0%,0,0%,18,4.40%,,,,,,
1999,North Grafton Elementary,1100025,6,3,0.80%,,,,,14,3.50%,,,,,,
2000,NORTH GRAFTON ELEMENTARY,1100025,6,7,1.80%,0,0%,0,0%,29,7.40%,,,,,,
2001,North Grafton Elementary            ,1100025,6,8,2.20%,0,0%,0,0%,30,8.10%,,,,,,
2002,North Grafton Elementary,1100025,6,0,0%,0,0%,0,0%,36,9.70%,,,,,,
2003,North Grafton Elementary,1100025,6,4,2%,1,0.50%,0,0%,18,8.90%,,,,,,
2004,North Grafton Elementary,1100025,6,0,0%,0,0%,27,9.10%,17,5.70%,,,,,,
2005,North Grafton Elementary,1100025,6,14,4.70%,5,1.70%,34,11.40%,21,7%,,,,,,
2006,North Grafton Elementary,1100025,6,8,2.50%,3,0.90%,45,13.80%,12,3.70%,,,,,,
2007,North Grafton Elementary,1100025,6,13,4.10%,8,2.50%,52,16.50%,20,6.30%,13,4.10%,7,2.20%,,
2008,North Grafton Elementary,1100025,6,15,3.70%,2,0.50%,72,17.90%,22,5.50%,17,4.20%,5,1.20%,,
2009,North Grafton Elementary,1100025,6,14,3.30%,4,1%,79,18.90%,13,3.10%,9,2.20%,4,1%,,
2010,North Grafton Elementary,1100025,6,7,1.70%,2,0.50%,78,18.90%,9,2.20%,7,1.70%,2,0.50%,,
2011,North Grafton Elementary,1100025,6,6,1.70%,2,0.60%,56,15.80%,16,4.50%,16,4.50%,0,0%,,
2012,North Grafton Elementary,1100025,6,4,1.10%,3,0.80%,46,12.90%,27,7.60%,22,6.20%,5,1.40%,,
2000,NEWTON SCHOOL,1140035,6,15,4.90%,5,1.60%,0,0%,165,54.30%,,,,,,
2013,North Grafton Elementary,1100025,6,1,0.40%,1,0.40%,33,14.30%,14,6.10%,13,5.70%,1,0.40%,44,19.10%
2014,North Grafton Elementary,1100025,6,2,0.80%,1,0.40%,38,15.40%,14,5.70%,14,5.70%,0,0%,49,19.90%
2013,North Street Elementary School,1100030,6,15,2.80%,6,1.10%,60,11.20%,73,13.60%,60,11.20%,13,2.40%,123,22.90%
2014,North Street Elementary School,1100030,6,10,1.90%,3,0.60%,60,11.40%,57,10.80%,52,9.90%,5,0.90%,111,21.10%
1995,GRAFTON INTERMEDIATE,1100200,6,2,0.60%,0,0%,0,0%,30,8.60%,,,,,,
1996,GRAFTON INTERMEDIATE,1100200,6,3,0.90%,0,0%,0,0%,37,10.70%,,,,,,
1997,GRAFTON INTERMEDIATE,1100200,6,3,0.90%,1,0.30%,0,0%,36,11.10%,,,,,,
1998,GRAFTON INTERMEDIATE,1100200,6,0,0%,0,0%,0,0%,29,9.80%,,,,,,
1999,Grafton Elementary ,1100200,6,1,0.30%,,,,,41,11.60%,,,,,,
2000,GRAFTON INTERMEDIATE,1100200,6,2,0.50%,0,0%,0,0%,42,10.50%,,,,,,
2001,Grafton Intermediate                ,1100200,6,4,1%,0,0%,0,0%,39,10.20%,,,,,,
2002,Grafton Elementary ,1100200,6,5,1.20%,0,0%,0,0%,44,10.80%,,,,,,
2003,Grafton Elementary ,1100200,6,2,0.30%,0,0%,0,0%,66,9.70%,,,,,,
2004,Grafton Elementary ,1100200,6,12,1.70%,0,0%,115,16.60%,56,8.10%,,,,,,
2005,Grafton Elementary ,1100200,6,22,3.20%,3,0.40%,110,15.90%,66,9.50%,,,,,,
2006,Grafton Elementary ,1100200,6,27,3.80%,6,0.80%,130,18.10%,72,10%,,,,,,
2007,Grafton Elementary ,1100200,6,20,2.60%,0,0%,133,17.10%,76,9.80%,55,7.10%,21,2.70%,,
2008,Grafton Elementary ,1100200,6,20,2.80%,1,0.10%,138,19.30%,88,12.30%,68,9.50%,20,2.80%,,
2009,Grafton Elementary ,1100200,6,32,4.30%,4,0.50%,129,17.40%,69,9.30%,56,7.60%,13,1.80%,,
2010,Grafton Elementary,1100200,6,38,5.10%,5,0.70%,128,17.20%,72,9.70%,55,7.40%,17,2.30%,,
2011,Grafton Elementary,1100200,6,34,4.40%,2,0.30%,132,17.20%,85,11.10%,70,9.10%,15,2%,,
2012,Grafton Elementary,1100200,6,29,3.90%,3,0.40%,125,16.80%,80,10.80%,63,8.50%,17,2.30%,,
2013,Millbury Street Elementary School,1100200,6,21,3%,4,0.60%,106,15.40%,76,11%,65,9.40%,11,1.60%,161,23.30%
2014,Millbury Street Elementary School,1100200,6,21,3%,5,0.70%,122,17.20%,85,12%,71,10%,14,2%,185,26.10%
1995,GRAFTON MIDDLE,1100305,6,0,0%,0,0%,0,0%,40,7.90%,,,,,,
1996,GRAFTON MIDDLE,1100305,6,2,0.40%,2,0.40%,0,0%,39,7.80%,,,,,,
1997,GRAFTON MIDDLE,1100305,6,2,0.40%,2,0.40%,0,0%,35,7%,,,,,,
1998,GRAFTON MIDDLE,1100305,6,3,0.60%,1,0.20%,0,0%,23,4.50%,,,,,,
1999,Grafton Middle,1100305,6,3,0.60%,,,,,48,9.60%,,,,,,
2000,GRAFTON MIDDLE,1100305,6,2,0.40%,0,0%,0,0%,50,9.80%,,,,,,
2001,Grafton Middle                      ,1100305,6,1,0.20%,0,0%,0,0%,45,8.30%,,,,,,
2002,Grafton Middle,1100305,6,0,0%,0,0%,0,0%,39,6.80%,,,,,,
2003,Grafton Middle,1100305,6,6,1%,0,0%,0,0%,60,10.30%,,,,,,
2004,Grafton Middle,1100305,6,5,0.90%,0,0%,83,14.60%,50,8.80%,,,,,,
2005,Grafton Middle,1100305,6,10,1.70%,2,0.30%,103,17.40%,61,10.30%,,,,,,
2006,Grafton Middle,1100305,6,14,2.30%,5,0.80%,98,16.10%,65,10.70%,,,,,,
2007,Grafton Middle,1100305,6,19,3%,0,0%,100,15.90%,71,11.30%,46,7.30%,25,4%,,
2008,Grafton Middle,1100305,6,19,2.90%,1,0.20%,97,14.90%,80,12.30%,64,9.80%,16,2.50%,,
2009,Grafton Middle,1100305,6,21,3.20%,1,0.20%,116,17.50%,105,15.80%,75,11.30%,30,4.50%,,
2010,Grafton Middle,1100305,6,17,2.50%,2,0.30%,107,15.80%,104,15.40%,78,11.50%,26,3.80%,,
2011,Grafton Middle,1100305,6,19,2.90%,1,0.20%,108,16.30%,86,13%,59,8.90%,27,4.10%,,
2012,Grafton Middle,1100305,6,22,3.10%,1,0.10%,103,14.70%,87,12.40%,56,8%,31,4.40%,,
2013,Grafton Middle,1100305,6,20,4.30%,2,0.40%,66,14.30%,64,13.90%,46,10%,18,3.90%,116,25.20%
2014,Grafton Middle,1100305,6,23,4.70%,1,0.20%,53,10.90%,63,13%,44,9.10%,19,3.90%,103,21.20%
1995,GRAFTON MEMORIAL SENIOR,1100505,6,0,0%,0,0%,0,0%,4,1%,,,,,,
1996,GRAFTON MEMORIAL SENIOR,1100505,6,6,1.50%,1,0.20%,0,0%,9,2.20%,,,,,,
1997,GRAFTON MEMORIAL SENIOR,1100505,6,6,1.40%,0,0%,0,0%,14,3.20%,,,,,,
1998,GRAFTON MEMORIAL SENIOR,1100505,6,1,0.20%,0,0%,0,0%,12,2.70%,,,,,,
1999,Grafton Memorial Senior,1100505,6,1,0.20%,1,0.20%,,,15,3.20%,,,,,,
2000,GRAFTON MEMORIAL SENIOR,1100505,6,15,2.90%,0,0%,0,0%,18,3.50%,,,,,,
2001,Grafton Memorial Senior             ,1100505,6,13,2.40%,0,0%,0,0%,29,5.40%,,,,,,
2002,Grafton Memorial Senior,1100505,6,19,3.60%,0,0%,0,0%,25,4.70%,,,,,,
2003,Grafton Memorial Senior,1100505,6,17,3.30%,0,0%,0,0%,41,8%,,,,,,
2004,Grafton Memorial Senior,1100505,6,9,1.60%,1,0.20%,73,13.40%,34,6.20%,,,,,,
2005,Grafton Memorial Senior,1100505,6,19,3.30%,2,0.30%,62,10.70%,53,9.20%,,,,,,
2006,Grafton Memorial Senior,1100505,6,17,2.70%,2,0.30%,80,12.70%,44,7%,,,,,,
2007,Grafton Memorial Senior,1100505,6,17,2.40%,1,0.10%,95,13.70%,74,10.60%,52,7.50%,22,3.20%,,
2008,Grafton Memorial Senior,1100505,6,16,2.30%,0,0%,97,14.10%,77,11.20%,59,8.60%,18,2.60%,,
2009,Grafton Memorial Senior,1100505,6,13,1.90%,0,0%,102,15%,85,12.50%,60,8.80%,25,3.70%,,
2010,Grafton Memorial Senior,1100505,6,16,2.40%,1,0.20%,112,16.90%,89,13.50%,66,10%,23,3.50%,,
2011,Grafton Memorial Senior,1100505,6,19,2.80%,1,0.10%,96,14.30%,79,11.80%,62,9.30%,17,2.50%,,
2012,Grafton High School,1100505,6,20,2.90%,0,0%,97,14.30%,84,12.40%,64,9.40%,20,2.90%,,
2013,Grafton High School,1100505,6,21,2.80%,0,0%,97,13%,107,14.40%,81,10.90%,26,3.50%,173,23.30%
2014,Grafton High School,1100505,6,17,2.20%,2,0.30%,98,12.80%,109,14.20%,73,9.50%,36,4.70%,179,23.30%
1995,GRANBY,1110000,5,14,1.40%,1,0.10%,154,15.80%,111,11.40%,,,,,,
1996,GRANBY,1110000,5,14,1.40%,0,0%,157,15.90%,112,11.40%,,,,,,
1997,GRANBY,1110000,5,5,0.50%,0,0%,157,14.80%,106,10%,,,,,,
1998,GRANBY,1110000,5,9,0.80%,0,0%,159,14.70%,98,9.10%,,,,,,
1999,Granby,1110000,5,13,1.20%,2,0.20%,163,14.80%,86,7.80%,,,,,,
2000,GRANBY,1110000,5,5,0.40%,0,0%,132,11.80%,110,9.80%,,,,,,
2001,GRANBY                        ,1110000,5,1,0.10%,0,0%,144,13.40%,117,10.90%,,,,,,
2002,Granby,1110000,5,4,0.40%,0,0%,148,13.60%,134,12.30%,,,,,,
2003,Granby,1110000,5,6,0.50%,0,0%,160,14.30%,146,13%,,,,,,
2004,Granby,1110000,5,2,0.20%,0,0%,165,14.50%,166,14.60%,,,,,,
2005,Granby,1110000,5,2,0.20%,1,0.10%,189,16.30%,170,14.80%,,,,,,
2006,Granby,1110000,5,1,0.10%,0,0%,208,17.80%,166,14.40%,,,,,,
2007,Granby,1110000,5,7,0.60%,2,0.20%,202,17.50%,160,14%,102,8.90%,58,5.10%,,
2008,Granby,1110000,5,18,1.60%,8,0.70%,194,17%,173,15.20%,112,9.90%,61,5.40%,,
2009,Granby,1110000,5,25,2.30%,13,1.20%,197,17.60%,161,14.50%,105,9.50%,56,5%,,
2010,Granby,1110000,5,30,2.70%,13,1.20%,191,16.90%,166,14.80%,119,10.60%,47,4.20%,,
2011,Granby,1110000,5,31,2.70%,12,1.10%,193,16.90%,169,14.90%,135,11.90%,34,3%,,
2012,Granby,1110000,5,29,2.60%,12,1.10%,190,17.20%,185,16.90%,151,13.80%,34,3.10%,,
2013,Granby,1110000,5,39,3.90%,27,2.70%,176,17.20%,174,17.20%,132,13.10%,42,4.20%,319,31.20%
2014,Granby,1110000,5,44,4.70%,26,2.80%,151,15.90%,233,24.80%,179,19.10%,54,5.80%,343,36.10%
1995,EAST MEADOW,1110004,6,7,2.70%,1,0.40%,0,0%,45,17.60%,,,,,,
1996,EAST MEADOW,1110004,6,8,3.20%,0,0%,0,0%,52,20.60%,,,,,,
1997,EAST MEADOW,1110004,6,3,1.20%,0,0%,0,0%,38,15.10%,,,,,,
1998,EAST MEADOW,1110004,6,4,1.60%,0,0%,0,0%,32,12.70%,,,,,,
1999,East Meadow,1110004,6,4,1.80%,,,,,,,,,,,,
2000,EAST MEADOW,1110004,6,3,1.20%,0,0%,0,0%,33,13.30%,,,,,,
2001,East Meadow                         ,1110004,6,1,0.40%,0,0%,0,0%,45,16.60%,,,,,,
2002,East Meadow,1110004,6,0,0%,0,0%,0,0%,52,17.60%,,,,,,
2003,East Meadow,1110004,6,0,0%,0,0%,0,0%,55,17.90%,,,,,,
2004,East Meadow,1110004,6,0,0%,0,0%,48,16.30%,49,16.60%,,,,,,
2005,East Meadow,1110004,6,1,0.30%,0,0%,38,13.30%,44,15.40%,,,,,,
2006,East Meadow,1110004,6,0,0%,0,0%,41,14.90%,41,14.90%,,,,,,
2007,East Meadow,1110004,6,1,0.40%,1,0.40%,46,17.40%,47,17.70%,28,10.60%,19,7.20%,,
2008,East Meadow,1110004,6,2,0.80%,1,0.40%,48,18.10%,49,18.50%,36,13.60%,13,4.90%,,
2009,East Meadow,1110004,6,4,1.50%,3,1.10%,48,17.80%,46,17%,29,10.70%,17,6.30%,,
2010,East Meadow,1110004,6,6,2.10%,1,0.40%,47,16.80%,47,16.80%,34,12.10%,13,4.60%,,
2011,East Meadow,1110004,6,9,3.30%,2,0.70%,50,18.60%,47,17.50%,38,14.10%,9,3.30%,,
2012,East Meadow,1110004,6,8,3.30%,5,2.10%,38,15.80%,45,18.80%,36,15%,9,3.80%,,
2013,East Meadow,1110004,6,15,6.80%,13,5.90%,36,16.40%,49,22.40%,38,17.40%,11,5%,80,36.50%
2014,East Meadow,1110004,6,14,6.60%,11,5.20%,34,16%,52,24.40%,37,17.40%,15,7%,79,37.10%
1995,WEST ST,1110010,6,3,1%,0,0%,0,0%,32,10.60%,,,,,,
1996,WEST ST,1110010,6,3,0.90%,0,0%,0,0%,37,11.30%,,,,,,
1997,WEST ST,1110010,6,2,0.60%,0,0%,0,0%,30,8.30%,,,,,,
1998,WEST ST,1110010,6,1,0.30%,0,0%,0,0%,35,10.10%,,,,,,
1999,West St,1110010,6,,,,,,,47,12%,,,,,,
2000,WEST ST,1110010,6,0,0%,0,0%,0,0%,39,9.80%,,,,,,
2001,West St                             ,1110010,6,0,0%,0,0%,0,0%,29,8.90%,,,,,,
2002,West St,1110010,6,0,0%,0,0%,0,0%,30,9%,,,,,,
2003,West St,1110010,6,3,0.90%,0,0%,0,0%,29,8.90%,,,,,,
2004,West St,1110010,6,2,0.60%,0,0%,47,13.90%,41,12.20%,,,,,,
2005,West St,1110010,6,0,0%,0,0%,55,15.90%,40,11.60%,,,,,,
2006,West St,1110010,6,0,0%,0,0%,58,16.90%,43,12.50%,,,,,,
2007,West St,1110010,6,2,0.60%,1,0.30%,53,15.70%,37,10.90%,28,8.30%,9,2.70%,,
2008,West St,1110010,6,7,2.30%,7,2.30%,46,14.80%,43,13.80%,28,9%,15,4.80%,,
2009,West St,1110010,6,16,5.60%,10,3.50%,47,16.40%,33,11.50%,18,6.30%,15,5.20%,,
2010,West St,1110010,6,12,4.10%,10,3.40%,47,16%,36,12.20%,27,9.20%,9,3.10%,,
2011,West St,1110010,6,9,3.10%,8,2.70%,41,13.90%,28,9.50%,21,7.10%,7,2.40%,,
2012,West Street,1110010,6,7,2.30%,5,1.70%,46,15.30%,40,13.30%,31,10.30%,9,3%,,
2013,West Street,1110010,6,10,3.50%,10,3.50%,42,14.90%,35,12.40%,29,10.30%,6,2.10%,79,28%
2014,West Street,1110010,6,14,5.40%,13,5%,38,14.70%,54,20.90%,41,15.90%,13,5%,91,35.30%
1995,GRANBY JR SR HIGH SCH,1110505,6,4,1%,0,0%,0,0%,34,8.10%,,,,,,
1996,GRANBY JR SR HIGH SCH,1110505,6,3,0.70%,0,0%,0,0%,23,5.70%,,,,,,
1997,GRANBY JR SR HIGH SCH,1110505,6,0,0%,0,0%,0,0%,38,8.50%,,,,,,
1998,GRANBY JR SR HIGH SCH,1110505,6,4,0.80%,0,0%,0,0%,31,6.40%,,,,,,
1999,Granby Jr Sr High Sch,1110505,6,9,1.80%,2,0.40%,,,39,8%,,,,,,
2000,GRANBY JR SR HIGH SCH,1110505,6,2,0.40%,0,0%,0,0%,38,8%,,,,,,
2001,Granby Jr Sr High Sch               ,1110505,6,0,0%,0,0%,0,0%,43,9.10%,,,,,,
2002,Granby Jr Sr High Sch,1110505,6,4,0.90%,0,0%,0,0%,52,11.30%,,,,,,
2003,Granby Jr Sr High Sch,1110505,6,3,0.60%,0,0%,0,0%,62,12.80%,,,,,,
2004,Granby Jr Sr High Sch,1110505,6,0,0%,0,0%,70,13.80%,76,15%,,,,,,
2005,Granby Jr Sr High Sch,1110505,6,1,0.20%,1,0.20%,80,15.60%,86,16.70%,,,,,,
2006,Granby Jr Sr High Sch,1110505,6,1,0.20%,0,0%,97,18.10%,82,15.30%,,,,,,
2007,Granby Jr Sr High Sch,1110505,6,4,0.70%,0,0%,94,17.30%,76,14%,46,8.50%,30,5.50%,,
