REC_YEAR,ORG_CODE,SCHOOL,MAT_ID,MAT_ABBREVIATION,MCORE_HS_GRAD,MCORE_COMPL,MCORE_PCT,SORT
2009,2710000,,87,Afr. Amer./Black,11,11,100%,80
2009,2710000,,88,Asian,57,57,100%,100
2009,2710000,,89,Hispanic/Latino,23,23,100%,110
2009,2710000,,92,"Multi-race, Non-Hisp./Lat.",10,10,100%,120
2009,2710000,,90,White,322,322,100%,140
2009,2730000,2730505,5,All Students,247,247,100%,10
2009,2730000,2730505,11,Female,131,131,100%,20
2009,2730000,2730505,10,Male,116,116,100%,30
2009,2730000,2730505,12,High needs,38,38,100%,40
2009,2730000,2730505,9,Low income,29,29,100%,60
2009,2730000,2730505,99,Students w/disabilities,13,13,100%,70
2009,2730000,2730505,92,"Multi-race, Non-Hisp./Lat.",6,6,100%,120
2009,2730000,2730505,90,White,236,236,100%,140
2009,2730000,,5,All Students,247,247,100%,10
2009,2730000,,11,Female,131,131,100%,20
2009,2730000,,10,Male,116,116,100%,30
2009,2730000,,12,High needs,38,38,100%,40
2009,2730000,,9,Low income,29,29,100%,60
2009,2730000,,99,Students w/disabilities,13,13,100%,70
2009,2730000,,92,"Multi-race, Non-Hisp./Lat.",6,6,100%,120
2009,2730000,,90,White,236,236,100%,140
2009,2740000,2740505,5,All Students,318,96,30.2%,10
2009,2740000,2740505,11,Female,159,54,34%,20
2009,2740000,2740505,10,Male,159,42,26.4%,30
2009,2740000,2740505,12,High needs,249,55,22.1%,40
2009,2740000,2740505,95,ELL,69,12,17.4%,50
2009,2740000,2740505,9,Low income,237,54,22.8%,60
2009,2740000,2740505,99,Students w/disabilities,62,3,4.8%,70
2009,2740000,2740505,87,Afr. Amer./Black,59,16,27.1%,80
2009,2740000,2740505,88,Asian,41,17,41.5%,100
2009,2740000,2740505,89,Hispanic/Latino,84,14,16.7%,110
2009,2740000,2740505,92,"Multi-race, Non-Hisp./Lat.",6,4,66.7%,120
2009,2740000,2740505,90,White,127,45,35.4%,140
2009,2740000,2740510,5,All Students,10,3,30%,10
2009,2740000,2740510,11,Female,6,3,50%,20
2009,2740000,2740510,12,High needs,10,3,30%,40
2009,2740000,2740510,9,Low income,10,3,30%,60
2009,2740000,2740510,99,Students w/disabilities,10,3,30%,70
2009,2740000,,5,All Students,332,103,31%,10
2009,2740000,,11,Female,167,59,35.3%,20
2009,2740000,,10,Male,165,44,26.7%,30
2009,2740000,,12,High needs,263,62,23.6%,40
2009,2740000,,95,ELL,71,12,16.9%,50
2009,2740000,,9,Low income,249,59,23.7%,60
2009,2740000,,99,Students w/disabilities,76,10,13.2%,70
2009,2740000,,87,Afr. Amer./Black,65,19,29.2%,80
2009,2740000,,88,Asian,41,17,41.5%,100
2009,2740000,,89,Hispanic/Latino,86,15,17.4%,110
2009,2740000,,92,"Multi-race, Non-Hisp./Lat.",6,4,66.7%,120
2009,2740000,,90,White,133,48,36.1%,140
2009,2770000,2770505,5,All Students,86,86,100%,10
2009,2770000,2770505,11,Female,46,46,100%,20
2009,2770000,2770505,10,Male,40,40,100%,30
2009,2770000,2770505,12,High needs,55,55,100%,40
2009,2770000,2770505,95,ELL,9,9,100%,50
2009,2770000,2770505,9,Low income,51,51,100%,60
2009,2770000,2770505,99,Students w/disabilities,14,14,100%,70
2009,2770000,2770505,89,Hispanic/Latino,50,50,100%,110
2009,2770000,2770505,90,White,28,28,100%,140
2009,2770000,,5,All Students,88,88,100%,10
2009,2770000,,11,Female,46,46,100%,20
2009,2770000,,10,Male,42,42,100%,30
2009,2770000,,12,High needs,57,57,100%,40
2009,2770000,,95,ELL,9,9,100%,50
2009,2770000,,9,Low income,53,53,100%,60
2009,2770000,,99,Students w/disabilities,16,16,100%,70
2009,2770000,,89,Hispanic/Latino,50,50,100%,110
2009,2770000,,90,White,30,30,100%,140
2009,2780000,2780505,5,All Students,173,173,100%,10
2009,2780000,2780505,11,Female,89,89,100%,20
2009,2780000,2780505,10,Male,84,84,100%,30
2009,2780000,2780505,12,High needs,55,55,100%,40
2009,2780000,2780505,9,Low income,29,29,100%,60
2009,2780000,2780505,99,Students w/disabilities,36,36,100%,70
2009,2780000,2780505,89,Hispanic/Latino,7,7,100%,110
2009,2780000,2780505,92,"Multi-race, Non-Hisp./Lat.",6,6,100%,120
2009,2780000,2780505,90,White,151,151,100%,140
2009,2780000,,5,All Students,175,175,100%,10
2009,2780000,,11,Female,91,91,100%,20
2009,2780000,,10,Male,84,84,100%,30
2009,2780000,,12,High needs,57,57,100%,40
2009,2780000,,9,Low income,29,29,100%,60
2009,2780000,,99,Students w/disabilities,38,38,100%,70
2009,2780000,,89,Hispanic/Latino,7,7,100%,110
2009,2780000,,92,"Multi-race, Non-Hisp./Lat.",6,6,100%,120
2009,2780000,,90,White,153,153,100%,140
2009,2810000,2810500,5,All Students,337,32,9.5%,10
2009,2810000,2810500,11,Female,185,17,9.2%,20
2009,2810000,2810500,10,Male,152,15,9.9%,30
2009,2810000,2810500,12,High needs,242,16,6.6%,40
2009,2810000,2810500,95,ELL,17,0,0%,50
2009,2810000,2810500,9,Low income,232,16,6.9%,60
2009,2810000,2810500,99,Students w/disabilities,48,0,0%,70
2009,2810000,2810500,87,Afr. Amer./Black,97,11,11.3%,80
2009,2810000,2810500,88,Asian,17,6,35.3%,100
2009,2810000,2810500,89,Hispanic/Latino,125,6,4.8%,110
2009,2810000,2810500,92,"Multi-race, Non-Hisp./Lat.",8,0,0%,120
2009,2810000,2810500,90,White,90,9,10%,140
2009,2810000,2810506,5,All Students,97,0,0%,10
2009,2810000,2810506,11,Female,49,0,0%,20
2009,2810000,2810506,10,Male,48,0,0%,30
2009,2810000,2810506,12,High needs,83,0,0%,40
2009,2810000,2810506,95,ELL,10,0,0%,50
2009,2810000,2810506,9,Low income,80,0,0%,60
2009,2810000,2810506,99,Students w/disabilities,22,0,0%,70
2009,2810000,2810506,87,Afr. Amer./Black,27,0,0%,80
2009,2810000,2810506,89,Hispanic/Latino,41,0,0%,110
2009,2810000,2810506,92,"Multi-race, Non-Hisp./Lat.",7,0,0%,120
2009,2810000,2810506,90,White,22,0,0%,140
2009,2810000,2810510,5,All Students,196,30,15.3%,10
2009,2810000,2810510,11,Female,119,24,20.2%,20
2009,2810000,2810510,10,Male,77,6,7.8%,30
2009,2810000,2810510,12,High needs,175,23,13.1%,40
2009,2810000,2810510,95,ELL,21,2,9.5%,50
2009,2810000,2810510,9,Low income,171,23,13.5%,60
2009,2810000,2810510,99,Students w/disabilities,34,2,5.9%,70
2009,2810000,2810510,87,Afr. Amer./Black,74,9,12.2%,80
2009,2810000,2810510,89,Hispanic/Latino,82,11,13.4%,110
2009,2810000,2810510,92,"Multi-race, Non-Hisp./Lat.",10,4,40%,120
2009,2810000,2810510,90,White,24,4,16.7%,140
2009,2810000,2810530,5,All Students,227,14,6.2%,10
2009,2810000,2810530,11,Female,100,5,5%,20
2009,2810000,2810530,10,Male,127,9,7.1%,30
2009,2810000,2810530,12,High needs,193,7,3.6%,40
2009,2810000,2810530,95,ELL,41,2,4.9%,50
2009,2810000,2810530,9,Low income,187,7,3.7%,60
2009,2810000,2810530,99,Students w/disabilities,38,0,0%,70
2009,2810000,2810530,87,Afr. Amer./Black,73,2,2.7%,80
2009,2810000,2810530,88,Asian,11,3,27.3%,100
2009,2810000,2810530,89,Hispanic/Latino,97,2,2.1%,110
2009,2810000,2810530,92,"Multi-race, Non-Hisp./Lat.",9,2,22.2%,120
2009,2810000,2810530,90,White,37,5,13.5%,140
2009,2810000,2810620,5,All Students,242,15,6.2%,10
2009,2810000,2810620,11,Female,108,4,3.7%,20
2009,2810000,2810620,10,Male,134,11,8.2%,30
2009,2810000,2810620,12,High needs,223,15,6.7%,40
2009,2810000,2810620,95,ELL,21,0,0%,50
2009,2810000,2810620,9,Low income,212,14,6.6%,60
2009,2810000,2810620,99,Students w/disabilities,47,1,2.1%,70
2009,2810000,2810620,87,Afr. Amer./Black,56,2,3.6%,80
2009,2810000,2810620,89,Hispanic/Latino,148,10,6.8%,110
2009,2810000,2810620,92,"Multi-race, Non-Hisp./Lat.",6,1,16.7%,120
2009,2810000,2810620,90,White,29,2,6.9%,140
2009,2810000,,5,All Students,1104,91,8.2%,10
2009,2810000,,11,Female,562,50,8.9%,20
2009,2810000,,10,Male,542,41,7.6%,30
2009,2810000,,12,High needs,921,61,6.6%,40
2009,2810000,,95,ELL,110,4,3.6%,50
2009,2810000,,9,Low income,885,60,6.8%,60
2009,2810000,,99,Students w/disabilities,194,3,1.5%,70
2009,2810000,,87,Afr. Amer./Black,328,24,7.3%,80
2009,2810000,,88,Asian,36,10,27.8%,100
2009,2810000,,89,Hispanic/Latino,495,29,5.9%,110
2009,2810000,,92,"Multi-race, Non-Hisp./Lat.",40,7,17.5%,120
2009,2810000,,90,White,204,20,9.8%,140
2009,2840000,2840505,5,All Students,205,160,78%,10
2009,2840000,2840505,11,Female,106,84,79.2%,20
2009,2840000,2840505,10,Male,99,76,76.8%,30
2009,2840000,2840505,12,High needs,57,32,56.1%,40
2009,2930000,,95,ELL,8,8,100%,50
2009,2840000,2840505,9,Low income,32,16,50%,60
2009,2840000,2840505,99,Students w/disabilities,33,18,54.5%,70
2009,2840000,2840505,88,Asian,6,5,83.3%,100
2009,2840000,2840505,89,Hispanic/Latino,6,3,50%,110
2009,2840000,2840505,90,White,190,151,79.5%,140
2009,2840000,,5,All Students,207,160,77.3%,10
2009,2840000,,11,Female,107,84,78.5%,20
2009,2840000,,10,Male,100,76,76%,30
2009,2840000,,12,High needs,59,32,54.2%,40
2009,2840000,,9,Low income,34,16,47.1%,60
2009,2840000,,99,Students w/disabilities,35,18,51.4%,70
2009,2840000,,88,Asian,6,5,83.3%,100
2009,2840000,,89,Hispanic/Latino,6,3,50%,110
2009,2840000,,90,White,192,151,78.6%,140
2009,2850000,2850505,5,All Students,267,141,52.8%,10
2009,2850000,2850505,11,Female,130,74,56.9%,20
2009,2850000,2850505,10,Male,137,67,48.9%,30
2009,2850000,2850505,12,High needs,81,29,35.8%,40
2009,2850000,2850505,95,ELL,6,2,33.3%,50
2009,2850000,2850505,9,Low income,62,23,37.1%,60
2009,2850000,2850505,99,Students w/disabilities,25,6,24%,70
2009,2850000,2850505,87,Afr. Amer./Black,40,16,40%,80
2009,2850000,2850505,88,Asian,11,5,45.5%,100
2009,2850000,2850505,89,Hispanic/Latino,6,3,50%,110
2009,2850000,2850505,90,White,209,116,55.5%,140
2009,2850000,,5,All Students,271,141,52%,10
2009,2850000,,11,Female,130,74,56.9%,20
2009,2850000,,10,Male,141,67,47.5%,30
2009,2850000,,12,High needs,85,29,34.1%,40
2009,2850000,,95,ELL,6,2,33.3%,50
2009,2850000,,9,Low income,63,23,36.5%,60
2009,2850000,,99,Students w/disabilities,29,6,20.7%,70
2009,2850000,,87,Afr. Amer./Black,42,16,38.1%,80
2009,2850000,,88,Asian,11,5,45.5%,100
2009,2850000,,89,Hispanic/Latino,6,3,50%,110
2009,2850000,,90,White,211,116,55%,140
2009,2900000,2900510,5,All Students,99,96,97%,10
2009,2900000,2900510,11,Female,56,56,100%,20
2009,2900000,2900510,10,Male,43,40,93%,30
2009,2900000,2900510,12,High needs,11,9,81.8%,40
2009,2900000,2900510,9,Low income,6,4,66.7%,60
2009,2900000,2900510,99,Students w/disabilities,8,7,87.5%,70
2009,2900000,2900510,90,White,98,95,96.9%,140
2009,2900000,,5,All Students,101,98,97%,10
2009,2900000,,11,Female,56,56,100%,20
2009,2900000,,10,Male,45,42,93.3%,30
2009,2900000,,12,High needs,13,11,84.6%,40
2009,2900000,,9,Low income,7,5,71.4%,60
2009,2900000,,99,Students w/disabilities,10,9,90%,70
2009,2900000,,90,White,100,97,97%,140
2009,2910000,2910505,5,All Students,187,186,99.5%,10
2009,2910000,2910505,11,Female,91,90,98.9%,20
2009,2910000,2910505,10,Male,96,96,100%,30
2009,2910000,2910505,12,High needs,45,44,97.8%,40
2009,2910000,2910505,9,Low income,17,17,100%,60
2009,2910000,2910505,99,Students w/disabilities,31,31,100%,70
2009,2910000,2910505,90,White,175,174,99.4%,140
2009,2910000,,5,All Students,191,186,97.4%,10
2009,2910000,,11,Female,92,90,97.8%,20
2009,2910000,,10,Male,99,96,97%,30
2009,2910000,,12,High needs,49,44,89.8%,40
2009,2910000,,9,Low income,17,17,100%,60
2009,2910000,,99,Students w/disabilities,35,31,88.6%,70
2009,2910000,,90,White,179,174,97.2%,140
2009,2920000,2920505,5,All Students,123,123,100%,10
2009,2920000,2920505,11,Female,63,63,100%,20
2009,2920000,2920505,10,Male,60,60,100%,30
2009,2920000,2920505,12,High needs,27,27,100%,40
2009,2920000,2920505,9,Low income,18,18,100%,60
2009,2920000,2920505,99,Students w/disabilities,14,14,100%,70
2009,2920000,2920505,90,White,120,120,100%,140
2009,2920000,,5,All Students,124,124,100%,10
2009,2920000,,11,Female,63,63,100%,20
2009,2920000,,10,Male,61,61,100%,30
2009,2920000,,12,High needs,28,28,100%,40
2009,2920000,,9,Low income,19,19,100%,60
2009,2920000,,99,Students w/disabilities,15,15,100%,70
2009,2920000,,90,White,121,121,100%,140
2009,2930000,2930505,5,All Students,404,404,100%,10
2009,2930000,2930505,11,Female,203,203,100%,20
2009,2930000,2930505,10,Male,201,201,100%,30
2009,2930000,2930505,12,High needs,174,174,100%,40
2009,2930000,2930505,95,ELL,8,8,100%,50
2009,2930000,2930505,9,Low income,159,159,100%,60
2009,2930000,2930505,99,Students w/disabilities,35,35,100%,70
2009,2930000,2930505,87,Afr. Amer./Black,30,30,100%,80
2009,2930000,2930505,89,Hispanic/Latino,28,28,100%,110
2009,2930000,2930505,92,"Multi-race, Non-Hisp./Lat.",22,22,100%,120
2009,2930000,2930505,90,White,318,318,100%,140
2009,2930000,,5,All Students,408,408,100%,10
2009,2930000,,11,Female,204,204,100%,20
2009,2930000,,10,Male,204,204,100%,30
2009,2930000,,12,High needs,178,178,100%,40
2009,2930000,,9,Low income,163,163,100%,60
2009,2930000,,99,Students w/disabilities,39,39,100%,70
2009,2930000,,87,Afr. Amer./Black,30,30,100%,80
2009,2930000,,89,Hispanic/Latino,29,29,100%,110
2009,2930000,,92,"Multi-race, Non-Hisp./Lat.",22,22,100%,120
2009,2930000,,90,White,321,321,100%,140
2009,2950000,2950505,5,All Students,274,274,100%,10
2009,2950000,2950505,11,Female,158,158,100%,20
2009,2950000,2950505,10,Male,116,116,100%,30
2009,2950000,2950505,12,High needs,36,36,100%,40
2009,2950000,2950505,9,Low income,16,16,100%,60
2009,2950000,2950505,99,Students w/disabilities,23,23,100%,70
2009,2950000,2950505,89,Hispanic/Latino,6,6,100%,110
2009,2950000,2950505,90,White,258,258,100%,140
2009,2950000,,5,All Students,279,279,100%,10
2009,2950000,,11,Female,160,160,100%,20
2009,2950000,,10,Male,119,119,100%,30
2009,2950000,,12,High needs,41,41,100%,40
2009,2950000,,9,Low income,17,17,100%,60
2009,2950000,,99,Students w/disabilities,28,28,100%,70
2009,2950000,,89,Hispanic/Latino,6,6,100%,110
2009,2950000,,90,White,263,263,100%,140
2009,3010000,3010505,5,All Students,137,78,56.9%,10
2009,3010000,3010505,11,Female,70,44,62.9%,20
2009,3010000,3010505,10,Male,67,34,50.7%,30
2009,3010000,3010505,12,High needs,21,3,14.3%,40
2009,3010000,3010505,9,Low income,8,1,12.5%,60
2009,3010000,3010505,99,Students w/disabilities,14,1,7.1%,70
2009,3010000,3010505,88,Asian,7,4,57.1%,100
2009,3010000,3010505,90,White,120,71,59.2%,140
2009,3010000,,5,All Students,139,78,56.1%,10
2009,3010000,,11,Female,70,44,62.9%,20
2009,3010000,,10,Male,69,34,49.3%,30
2009,3010000,,12,High needs,23,3,13%,40
2009,3010000,,9,Low income,8,1,12.5%,60
2009,3010000,,99,Students w/disabilities,16,1,6.3%,70
2009,3010000,,88,Asian,7,4,57.1%,100
2009,3010000,,90,White,122,71,58.2%,140
2009,3040000,3040505,5,All Students,100,100,100%,10
2009,3040000,3040505,11,Female,44,44,100%,20
2009,3040000,3040505,10,Male,56,56,100%,30
2009,3040000,3040505,12,High needs,20,20,100%,40
2009,3040000,3040505,9,Low income,13,13,100%,60
2009,3040000,3040505,99,Students w/disabilities,9,9,100%,70
2009,3040000,3040505,90,White,95,95,100%,140
2009,3040000,,5,All Students,100,100,100%,10
2009,3040000,,11,Female,44,44,100%,20
2009,3040000,,10,Male,56,56,100%,30
2009,3040000,,12,High needs,20,20,100%,40
2009,3040000,,9,Low income,13,13,100%,60
2009,3040000,,99,Students w/disabilities,9,9,100%,70
2009,3040000,,90,White,95,95,100%,140
2009,3050000,3050505,5,All Students,243,243,100%,10
2009,3050000,3050505,11,Female,127,127,100%,20
2009,3050000,3050505,10,Male,116,116,100%,30
2009,3050000,3050505,12,High needs,61,61,100%,40
2009,3050000,3050505,9,Low income,29,29,100%,60
2009,3050000,3050505,99,Students w/disabilities,35,35,100%,70
2009,3050000,3050505,87,Afr. Amer./Black,7,7,100%,80
2009,3050000,3050505,89,Hispanic/Latino,6,6,100%,110
2009,3050000,3050505,90,White,224,224,100%,140
2009,3050000,,5,All Students,245,245,100%,10
2009,3050000,,11,Female,129,129,100%,20
2009,3050000,,10,Male,116,116,100%,30
2009,3050000,,12,High needs,63,63,100%,40
2009,3050000,,9,Low income,30,30,100%,60
2009,3050000,,99,Students w/disabilities,37,37,100%,70
2009,3050000,,87,Afr. Amer./Black,7,7,100%,80
2009,3050000,,89,Hispanic/Latino,6,6,100%,110
2009,3050000,,90,White,226,226,100%,140
2009,3070000,3070505,5,All Students,280,280,100%,10
2009,3070000,3070505,11,Female,132,132,100%,20
2009,3070000,3070505,10,Male,148,148,100%,30
2009,3070000,3070505,12,High needs,67,67,100%,40
2009,3070000,3070505,9,Low income,30,30,100%,60
2009,3070000,3070505,99,Students w/disabilities,43,43,100%,70
2009,3070000,3070505,87,Afr. Amer./Black,12,12,100%,80
2009,3070000,3070505,88,Asian,6,6,100%,100
2009,3070000,3070505,90,White,259,259,100%,140
2009,3070000,,5,All Students,283,283,100%,10
2009,3070000,,11,Female,133,133,100%,20
2009,3070000,,10,Male,150,150,100%,30
2009,3070000,,12,High needs,70,70,100%,40
2009,3070000,,9,Low income,30,30,100%,60
2009,3070000,,99,Students w/disabilities,46,46,100%,70
2009,3070000,,87,Afr. Amer./Black,12,12,100%,80
2009,3070000,,88,Asian,6,6,100%,100
2009,3070000,,90,White,262,262,100%,140
2009,3080000,3080505,5,All Students,315,315,100%,10
2009,3080000,3080505,11,Female,149,149,100%,20
2009,3080000,3080505,10,Male,166,166,100%,30
2009,3080000,3080505,12,High needs,155,155,100%,40
2009,3080000,3080505,95,ELL,28,28,100%,50
2009,3080000,3080505,9,Low income,118,118,100%,60
2009,3080000,3080505,99,Students w/disabilities,52,52,100%,70
2009,3080000,3080505,87,Afr. Amer./Black,27,27,100%,80
2009,3080000,3080505,88,Asian,23,23,100%,100
2009,3080000,3080505,89,Hispanic/Latino,74,74,100%,110
2009,3080000,3080505,92,"Multi-race, Non-Hisp./Lat.",7,7,100%,120
2009,3080000,3080505,90,White,183,183,100%,140
2009,3080000,,5,All Students,316,316,100%,10
2009,3080000,,11,Female,150,150,100%,20
2009,3080000,,10,Male,166,166,100%,30
2009,3080000,,12,High needs,156,156,100%,40
2009,3080000,,95,ELL,28,28,100%,50
2009,3080000,,9,Low income,119,119,100%,60
2009,3080000,,99,Students w/disabilities,53,53,100%,70
2009,3080000,,87,Afr. Amer./Black,27,27,100%,80
2009,3080000,,88,Asian,23,23,100%,100
2009,3080000,,89,Hispanic/Latino,74,74,100%,110
2009,3080000,,92,"Multi-race, Non-Hisp./Lat.",7,7,100%,120
2009,3080000,,90,White,184,184,100%,140
2009,3090000,3090505,5,All Students,53,53,100%,10
2009,3090000,3090505,11,Female,22,22,100%,20
2009,3090000,3090505,10,Male,31,31,100%,30
2009,3090000,3090505,12,High needs,22,22,100%,40
2009,3090000,3090505,9,Low income,21,21,100%,60
2009,3090000,3090505,99,Students w/disabilities,6,6,100%,70
2009,3090000,3090505,90,White,48,48,100%,140
2009,3090000,,5,All Students,54,54,100%,10
2009,3090000,,11,Female,22,22,100%,20
2009,3090000,,10,Male,32,32,100%,30
2009,3090000,,12,High needs,23,23,100%,40
2009,3090000,,9,Low income,22,22,100%,60
2009,3090000,,99,Students w/disabilities,7,7,100%,70
2009,3090000,,90,White,49,49,100%,140
2009,3100000,3100315,5,All Students,38,38,100%,10
2009,3100000,3100315,11,Female,18,18,100%,20
2009,3100000,3100315,10,Male,20,20,100%,30
2009,3100000,3100315,12,High needs,24,24,100%,40
2009,3100000,3100315,9,Low income,16,16,100%,60
2009,3100000,3100315,99,Students w/disabilities,9,9,100%,70
2009,3100000,3100315,90,White,35,35,100%,140
2009,3100000,3100505,5,All Students,175,175,100%,10
2009,3100000,3100505,11,Female,91,91,100%,20
2009,3100000,3100505,10,Male,84,84,100%,30
2009,3100000,3100505,12,High needs,97,97,100%,40
2009,3100000,3100505,9,Low income,87,87,100%,60
2009,3100000,3100505,99,Students w/disabilities,27,27,100%,70
2009,3100000,3100505,87,Afr. Amer./Black,19,19,100%,80
2009,3100000,3100505,89,Hispanic/Latino,9,9,100%,110
2009,3100000,3100505,92,"Multi-race, Non-Hisp./Lat.",14,14,100%,120
2009,3100000,3100505,90,White,125,125,100%,140
2009,3100000,,5,All Students,213,213,100%,10
2009,3100000,,11,Female,109,109,100%,20
2009,3100000,,10,Male,104,104,100%,30
2009,3100000,,12,High needs,121,121,100%,40
2009,3100000,,9,Low income,103,103,100%,60
2009,3100000,,99,Students w/disabilities,36,36,100%,70
2009,3100000,,87,Afr. Amer./Black,20,20,100%,80
2009,3100000,,89,Hispanic/Latino,9,9,100%,110
2009,3100000,,92,"Multi-race, Non-Hisp./Lat.",15,15,100%,120
2009,3100000,,90,White,160,160,100%,140
2009,3140000,3140505,5,All Students,136,88,64.7%,10
2009,3140000,3140505,11,Female,61,43,70.5%,20
2009,3140000,3140505,10,Male,75,45,60%,30
2009,3140000,3140505,12,High needs,72,48,66.7%,40
2009,3140000,3140505,95,ELL,13,4,30.8%,50
2009,3140000,3140505,9,Low income,49,35,71.4%,60
2009,3140000,3140505,99,Students w/disabilities,34,24,70.6%,70
2009,3140000,3140505,87,Afr. Amer./Black,8,3,37.5%,80
2009,3140000,3140505,88,Asian,14,9,64.3%,100
2009,3140000,3140505,89,Hispanic/Latino,9,6,66.7%,110
2009,3140000,3140505,90,White,104,70,67.3%,140
2009,3140000,,5,All Students,138,89,64.5%,10
2009,3140000,,11,Female,62,43,69.4%,20
2009,3140000,,10,Male,76,46,60.5%,30
2009,3140000,,12,High needs,74,49,66.2%,40
2009,3140000,,95,ELL,13,4,30.8%,50
2009,3140000,,9,Low income,50,35,70%,60
2009,3140000,,99,Students w/disabilities,36,25,69.4%,70
2009,3140000,,87,Afr. Amer./Black,8,3,37.5%,80
2009,3140000,,88,Asian,14,9,64.3%,100
2009,3140000,,89,Hispanic/Latino,9,6,66.7%,110
2009,3140000,,90,White,106,71,67%,140
2009,3150000,3150505,5,All Students,216,216,100%,10
2009,3150000,3150505,11,Female,107,107,100%,20
2009,3150000,3150505,10,Male,109,109,100%,30
2009,3150000,3150505,12,High needs,45,45,100%,40
2009,3150000,3150505,99,Students w/disabilities,42,42,100%,70
2009,3150000,3150505,87,Afr. Amer./Black,6,6,100%,80
2009,3150000,3150505,88,Asian,15,15,100%,100
2009,3150000,3150505,90,White,191,191,100%,140
2009,3150000,,5,All Students,220,220,100%,10
2009,3150000,,11,Female,109,109,100%,20
2009,3150000,,10,Male,111,111,100%,30
2009,3150000,,12,High needs,48,48,100%,40
2009,3150000,,99,Students w/disabilities,45,45,100%,70
2009,3150000,,87,Afr. Amer./Black,6,6,100%,80
2009,3150000,,88,Asian,15,15,100%,100
2009,3150000,,90,White,194,194,100%,140
2009,3160000,3160505,5,All Students,103,103,100%,10
2009,3160000,3160505,11,Female,47,47,100%,20
2009,3160000,3160505,10,Male,56,56,100%,30
2009,3160000,3160505,12,High needs,45,45,100%,40
2009,3160000,3160505,9,Low income,43,43,100%,60
2009,3160000,3160505,89,Hispanic/Latino,15,15,100%,110
2009,3160000,3160505,90,White,85,85,100%,140
2009,3160000,,5,All Students,105,105,100%,10
2009,3160000,,11,Female,48,48,100%,20
2009,3160000,,10,Male,57,57,100%,30
2009,3160000,,12,High needs,47,47,100%,40
2009,3160000,,9,Low income,45,45,100%,60
2009,3160000,,89,Hispanic/Latino,15,15,100%,110
2009,3160000,,90,White,86,86,100%,140
2009,3170000,3170505,5,All Students,320,320,100%,10
2009,3170000,3170505,11,Female,174,174,100%,20
2009,3170000,3170505,10,Male,146,146,100%,30
2009,3170000,3170505,12,High needs,60,60,100%,40
2009,3170000,3170505,9,Low income,19,19,100%,60
2009,3170000,3170505,99,Students w/disabilities,49,49,100%,70
2009,3170000,3170505,87,Afr. Amer./Black,12,12,100%,80
2009,3170000,3170505,88,Asian,24,24,100%,100
2009,3170000,3170505,89,Hispanic/Latino,10,10,100%,110
2009,3170000,3170505,92,"Multi-race, Non-Hisp./Lat.",6,6,100%,120
2009,3170000,3170505,90,White,268,268,100%,140
2009,3170000,,5,All Students,323,323,100%,10
2009,3170000,,11,Female,175,175,100%,20
2009,3170000,,10,Male,148,148,100%,30
2009,3170000,,12,High needs,63,63,100%,40
2009,3170000,,9,Low income,19,19,100%,60
2009,3170000,,99,Students w/disabilities,52,52,100%,70
2009,3170000,,87,Afr. Amer./Black,12,12,100%,80
2009,3170000,,88,Asian,24,24,100%,100
2009,3170000,,89,Hispanic/Latino,10,10,100%,110
2009,3170000,,92,"Multi-race, Non-Hisp./Lat.",6,6,100%,120
2009,3170000,,90,White,271,271,100%,140
2009,3210000,3210505,5,All Students,274,274,100%,10
2009,3210000,3210505,11,Female,140,140,100%,20
2009,3210000,3210505,10,Male,134,134,100%,30
2009,3210000,3210505,12,High needs,44,44,100%,40
2009,3210000,3210505,95,ELL,6,6,100%,50
2009,3210000,3210505,9,Low income,23,23,100%,60
2009,3210000,3210505,99,Students w/disabilities,20,20,100%,70
2009,3210000,3210505,88,Asian,28,28,100%,100
2009,3210000,3210505,89,Hispanic/Latino,12,12,100%,110
2009,3210000,3210505,92,"Multi-race, Non-Hisp./Lat.",7,7,100%,120
2009,3210000,3210505,90,White,223,223,100%,140
2009,3210000,,5,All Students,276,276,100%,10
2009,3210000,,11,Female,141,141,100%,20
2009,3210000,,10,Male,135,135,100%,30
2009,3210000,,12,High needs,46,46,100%,40
2009,3210000,,95,ELL,6,6,100%,50
2009,3210000,,9,Low income,23,23,100%,60
2009,3210000,,99,Students w/disabilities,22,22,100%,70
2009,3210000,,88,Asian,28,28,100%,100
2009,3210000,,89,Hispanic/Latino,12,12,100%,110
2009,3210000,,92,"Multi-race, Non-Hisp./Lat.",7,7,100%,120
2009,3210000,,90,White,225,225,100%,140
2009,3220000,3220505,5,All Students,86,85,98.8%,10
2009,3220000,3220505,11,Female,47,47,100%,20
2009,3220000,3220505,10,Male,39,38,97.4%,30
2009,3220000,3220505,12,High needs,20,19,95%,40
2009,3220000,3220505,9,Low income,11,11,100%,60
2009,3220000,3220505,99,Students w/disabilities,11,10,90.9%,70
2009,3220000,3220505,90,White,81,80,98.8%,140
2009,3220000,,5,All Students,86,85,98.8%,10
2009,3220000,,11,Female,47,47,100%,20
2009,3220000,,10,Male,39,38,97.4%,30
2009,3220000,,12,High needs,20,19,95%,40
2009,3220000,,9,Low income,11,11,100%,60
2009,3220000,,99,Students w/disabilities,11,10,90.9%,70
2009,3220000,,90,White,81,80,98.8%,140
2009,3360000,3360505,88,Asian,12,4,33.3%,100
2009,3230000,3230505,5,All Students,103,103,100%,10
